"Survey_Group2011","Survey_Code2011","Recipient_Code","Visa_Code_DG","MR_Code_DG","MR_Field_DG","Empl_Matrix_Name_DG","Emp_Status_Name_DG","Postdoctorate_Name_DG","Degree_Institution","Degree_Department","Citizen_Name_DG","DG_No_Forms","City","State","Zip","Type_of_Degree_DG","Surgroup2011","Recipient_Number","Sex_Code_DG","Empl_Matrix_Code_OLD","Postdoctorate_Code_DG","Emp_Status_Code_DG","Left_US_DG","Empl_Position_Title","Empl_Dept_Div","Empl_Inst_Org","Empl_City","Empl_State","Empl_Zip","Empl_Country","Surcode2011","Serial Number_DG","DG_Forms_Current_Yr","Surgroup","Survey_Code","Survey_Group","Empl_Matrix_Name","Empl_Matrix_Code","Granting Dept Serial Number","Surcode","Left_US_Code_DG","Date_Conferred_Code","survey_year","survey_type"
11.0,CASD,"110CASD0112",888.0,16.0,"1-Alg",Unknown (US),Unknown,Unknown,"University of California, San Diego",Department of Mathematics ,United States,16.0,La Jolla,CA,"92093",PHD,"11",1.0,2.0,190.0,999.0,999.0,No,,,,,,,,"11CASD",20121749,16.0,MPu_L,CASD,110.0,Unknown (US),985.0,1166.0,"110CASD",2.0,12.0,2012,DGData
11.0,GAIT,"120GAIT0112",888.0,5.0,"4-Disc",Business/Industry,Full-time,No,Georgia Institute of Technology,School of Mathematics,United States,11.0,Atlanta,GA,"30332",PHD,"11",1.0,2.0,120.0,2.0,1.0,No,,,Qualcomm,San Diego,CA,"92121",,"11GAIT",20122181,11.0,MPu_M,GAIT,120.0,Business/Industry,935.0,1467.0,"120GAIT",2.0,12.0,2012,DGData
11.0,ILCC,"110ILCC0112",1.0,22.0,"2-Anal",Masters,Full-time,No,University of Illinois at Chicago,"Mathematics, Statistics & Computer Science Department",Unknown,17.0,Chicago,IL,"60607",PHD,"11",1.0,1.0,60.0,2.0,1.0,No,Instructor,Department of Mathematics,Northeastern Illinois University,Chicago,IL,"60625-4699",United States,"11ILCC",20122175,17.0,MPu_L,ILCC,110.0,Masters,410.0,1555.0,"110ILCC",2.0,11.0,2012,DGData
11.0,ILUI,"110ILUI0112",2.0,60.0,"5-Prob",Still Seeking (Non-US),Still seeking,Not Applicable,"University of Illinois, Urbana-Champaign",Department of Mathematics ,China,28.0,Urbana,IL,"61801",PHD,"11",1.0,2.0,200.0,888.0,3.0,Yes,,,,,,,,"11ILUI",20120270,28.0,MPu_L,ILUI,110.0,Still Seeking (Non-US),995.0,1557.0,"110ILUI",1.0,2.0,2012,DGData
11.0,INIU,"110INIU0112",1.0,76.0,"7-Appl",Still Seeking (US),Still seeking,Not Applicable,"Indiana University, Bloomington",Department of Mathematics ,Hong Kong (China),10.0,Bloomington,IN,"47405",PHD,"11",1.0,2.0,180.0,888.0,3.0,No,,,,,,,,"11INIU",20120726,10.0,MPu_L,INIU,110.0,Still Seeking (US),975.0,1569.0,"110INIU",2.0,11.0,2012,DGData
11.0,MDUM,"110MDUM0112",888.0,37.0,"10-Equa",Group I Private,Full-time,Yes,"University of Maryland, College Park",Department of Mathematics ,United States,27.0,College Park,MD,"20742",PHD,"11",1.0,2.0,12.0,1.0,1.0,No,Dickson Instructor,Department of Mathematics,University of Chicago,Chicago,IL,"60637",,"11MDUM",20120357,27.0,MPu_L,MDUM,110.0,Math Private Large,140.0,1727.0,"110MDUM",2.0,11.0,2012,DGData
11.0,MISU,"110MISU0112",888.0,35.0,"10-Equa",Group II,Full-time,Yes,Michigan State University,Department of Mathematics ,United States,10.0,East Lansing,MI,"48824",PHD,"11",1.0,2.0,20.0,1.0,1.0,No,Ed Lorenz Postdoctoral Fellow,Department of Mathematical and Statistical Sciences,Arizona State University,Tempe,AZ,"85287-1804",United States,"11MISU",20120423,10.0,MPu_L,MISU,110.0,Math Public Large,110.0,1775.0,"110MISU",2.0,2.0,2012,DGData
11.0,MIUM,"110MIUM0112",2.0,14.0,"1-Alg",Business/Industry,Full-time,No,University of Michigan,Department of Mathematics ,Canada,23.0,Ann Arbor,MI,"48109",PHD,"11",1.0,2.0,120.0,2.0,1.0,No,Associate - Quantitative Risk,,Goldman Sachs,New York,NY,"10282",,"11MIUM",20121203,23.0,MPu_L,MIUM,110.0,Business/Industry,935.0,1773.0,"110MIUM",2.0,2.0,2012,DGData
11.0,MNUM,"110MNUM0112",2.0,31.0,"2-Anal",Business/Industry,Full-time,No,University of Minnesota-Twin Cities,School of Mathematics,China,8.0,Minneapolis,MN,"55455",PHD,"11",1.0,2.0,120.0,2.0,1.0,No,Software Engineer,,KLA-Tencor,Milpitas,CA,"95035",United States,"11MNUM",20121290,8.0,MPu_L,MNUM,110.0,Business/Industry,935.0,1789.0,"110MNUM",2.0,3.0,2012,DGData
11.0,NYGC,"110NYGC0112",888.0,68.0,"4-Disc",Bachelors,Full-time,Yes,"Graduate Center, City University of New York",PhD Program in Mathematics,United States,13.0,New York,NY,"10016",PHD,"11",1.0,2.0,70.0,1.0,1.0,No,Visiting Asst Prof,Department of Mathematics and Statistics,Smith College,Northampton,MA,"01063",United States,"11NYGC",20120408,13.0,MPu_L,NYGC,110.0,Bachelors,510.0,1485.0,"110NYGC",2.0,11.0,2012,DGData
11.0,NYSB,"110NYSB0112",2.0,57.0,"3-Geom",Group II,Full-time,Yes,Stony Brook University,Department of Mathematics,India,12.0,Stony Brook,NY,"11794",PHD,"11",1.0,2.0,20.0,1.0,1.0,No,Postdoc/Assistant Professor,Department of Mathematics,Binghamton University,Binghamton,NY,"13902",,"11NYSB",20123735,12.0,MPu_L,NYSB,110.0,Math Public Medium,120.0,1883.0,"110NYSB",2.0,2.0,2012,DGData
11.0,OHSU,"110OHSU0112",888.0,47.0,"2-Anal",Business/Industry,Full-time,No,"Ohio State University, Columbus",Department of Mathematics,United States,15.0,Columbus,OH,"43210",PHD,"11",1.0,2.0,120.0,2.0,1.0,No,,,Wolfram Research,Champaign,IL,"61820",United States,"11OHSU",20120060,15.0,MPu_L,OHSU,110.0,Business/Industry,935.0,1974.0,"110OHSU",2.0,2.0,2012,DGData
11.0,ORUO,"120ORUO0112",888.0,14.0,"1-Alg",Still Seeking (US),Still seeking,Not Applicable,University of Oregon,Department of Mathematics,United States,6.0,Eugene,OR,"97403",PHD,"11",1.0,2.0,180.0,888.0,3.0,No,,,,,,,,"11ORUO",20123321,6.0,MPu_M,ORUO,120.0,Still Seeking (US),975.0,1994.0,"120ORUO",2.0,12.0,2012,DGData
11.0,PASU,"110PASU0112",888.0,5.0,"4-Disc",Bachelors,Full-time,No,Pennsylvania State University,Department of Maethematics,United States,16.0,University Park,PA,"16802",PHD,"11",1.0,2.0,70.0,2.0,1.0,No,Assistant Professor,Department of Mathematics,Nevada State College,Henderson,NV,"89002",United States,"11PASU",20120384,16.0,MPu_L,PASU,110.0,Bachelors - no degree,610.0,2020.0,"110PASU",2.0,11.0,2012,DGData
11.0,TXAU,"110TXAU0112",888.0,35.0,"10-Equa",Group I Private,Full-time,Yes,University of Texas at Austin,Department of Mathematics,United States,20.0,Austin,TX,"78712",PHD,"11",1.0,2.0,12.0,1.0,1.0,No,NSF Post Doc,Department of Mathematics,Massachusetts Institute of Technology,Cambridge,MA,"02139",United States,"11TXAU",20121164,20.0,MPu_L,TXAU,110.0,Math Private Large,140.0,2300.0,"110TXAU",2.0,11.0,2012,DGData
11.0,UTUU,"120UTUU0112",888.0,92.0,"7-Appl",Masters,Full-time,No,University of Utah,Department of Mathematics,United States,5.0,Salt Lake City,UT,"84112",PHD,"11",1.0,1.0,60.0,2.0,1.0,No,Assistant Professor,Department of Mathematics,University of Central Oklahoma,Edmond,OK,"73034",United States,"11UTUU",20120405,5.0,MPu_M,UTUU,120.0,Masters,410.0,2344.0,"120UTUU",2.0,12.0,2012,DGData
30.0,FLCF,"130FLCF0112",2.0,81.0,"7-Appl",Still Seeking (US),Still seeking,Not Applicable,University of Central Florida,Department of Mathematics,Iran,3.0,Orlando,FL,"32816",PHD,"30",1.0,2.0,180.0,888.0,3.0,No,,,,,,,,"30FLCF",20121485,3.0,MPu_S,FLCF,130.0,Still Seeking (US),975.0,1222.0,"130FLCF",2.0,11.0,2012,DGData
11.0,WAUW,"110WAUW0112",888.0,5.0,"4-Disc",Government,Full-time,No,University of Washington,Department of Mathematics,United States,7.0,Seattle,WA,"98195",PHD,"11",1.0,2.0,110.0,2.0,1.0,No,Researcher,,Center for Communications Research,San Diego,CA,"92121",,"11WAUW",20120216,7.0,MPu_L,WAUW,110.0,Government,925.0,2381.0,"110WAUW",2.0,12.0,2012,DGData
11.0,WIMA,"110WIMA0112",888.0,58.0,"3-Geom",Group I Private,Full-time,Yes,"University of Wisconsin, Madison",Department of Mathematics,United States,18.0,Madison,WI,"53706",PHD,"11",1.0,2.0,12.0,1.0,1.0,No,Postdoctoral Fellow,Department of Mathematics,Princeton University,Princeton,NJ,"08544-1000",United States,"11WIMA",20123987,18.0,MPu_L,WIMA,110.0,Math Private Large,140.0,2449.0,"110WIMA",2.0,11.0,2012,DGData
12.0,CASC,"140CASC0112",2.0,16.0,"1-Alg",Still Seeking (US),Still seeking,Not Applicable,University of Southern California,Department of Mathematics,Ukraine,12.0,Los Angeles,CA,"90089",PHD,"12",1.0,2.0,180.0,888.0,3.0,No,,,,,,,,"12CASC",20120642,12.0,MPr_L,CASC,140.0,Still Seeking (US),975.0,2158.0,"140CASC",2.0,2.0,2012,DGData
20.0,AZUA,"120AZUA0112",888.0,53.0,"3-Geom",Business/Industry,Full-time,No,University of Arizona,Department of Mathematics,United States,7.0,Tucson,AZ,"85721",PHD,"20",1.0,1.0,120.0,2.0,1.0,No,Reporting Trainer,,Epic Systems,Verona ,WI,"53593",United States,"20AZUA",20124515,7.0,MPu_M,AZUA,120.0,Business/Industry,935.0,1043.0,"120AZUA",2.0,6.0,2012,DGData
12.0,CASU,"140CASU0112",2.0,60.0,"5-Prob",Group I Public,Full-time,No,Stanford University,Department of Mathematics,Canada,15.0,Stanford,CA,"94305",PHD,"12",1.0,1.0,11.0,2.0,1.0,No,Lecturer,Department of Mathematics,University of Texas at Austin,Austin,TX,"78712-1202",United States,"12CASU",NaN,15.0,MPr_L,CASU,140.0,Math Public Large,110.0,2205.0,"140CASU",2.0,3.0,2012,DGData
12.0,CTYU,"140CTYU0112",2.0,53.0,"3-Geom",Non-US Academic,Full-time,Yes,Yale University,Department of Mathematics,India,7.0,New Haven,CT,"06520",PHD,"12",1.0,2.0,150.0,1.0,1.0,Yes,Postdoctoral,Center of Quantum Geometry,Aarhus University,Aarhus C DK 800,,,DENMARK,"12CTYU",20123609,7.0,MPr_L,CTYU,140.0,Non-US Academic,945.0,2482.0,"140CTYU",1.0,11.0,2012,DGData
12.0,ILNU,"140ILNU0112",2.0,35.0,"10-Equa",Business/Industry,Full-time,No,Northwestern University,Department of Mathematics,China,11.0,Evanston,IL,"60208",PHD,"12",1.0,1.0,120.0,2.0,1.0,No,Quantitative Researcher,,TradeLink,Chicago,IL,"60606",United States,"12ILNU",20121011,11.0,MPr_L,ILNU,140.0,Business/Industry,935.0,1953.0,"140ILNU",2.0,12.0,2012,DGData
12.0,ILUC,"140ILUC0112",2.0,35.0,"10-Equa",Non-US Academic,Full-time,Yes,University of Chicago,Department of Mathematics,Canada,7.0,Chicago,IL,"60637",PHD,"12",1.0,2.0,150.0,1.0,1.0,Yes,Post-Doctoral Researcher,Department of Mathematics and Statistics,University of Jyvaskyla,Jyvaskyla,,,FINLAND,"12ILUC",20121320,7.0,MPr_L,ILUC,140.0,Non-US Academic,945.0,1243.0,"140ILUC",1.0,12.0,2012,DGData
12.0,INND,"140INND0112",888.0,55.0,"3-Geom",Still Seeking (US),Still seeking,Not Applicable,University of Notre Dame,Department of Mathematics,United States,10.0,Notre Dame,IN,"46556",PHD,"12",1.0,2.0,180.0,888.0,3.0,No,,,,,,,,"12INND",20123519,10.0,MPr_L,INND,140.0,Still Seeking (US),975.0,1927.0,"140INND",2.0,11.0,2012,DGData
12.0,MABO,"140MABO0112",888.0,34.0,"10-Equa",Research Institute/Other Non-Profit,Full-time,Yes,Boston University,Department of Mathematics & Statistics,United States,7.0,Boston,MA,"02215",PHD,"12",1.0,1.0,100.0,1.0,1.0,No,Postdoctoral Researcher,,Institute for Mathematics and Its Applications,Minneapolis,MN,"55455",United States,"12MABO",20120249,7.0,MPr_L,MABO,140.0,Research Institute/Other Non-Profit,915.0,1126.0,"140MABO",2.0,11.0,2012,DGData
12.0,MABR,"140MABR0112",888.0,28.0,"2-Anal",Group I Private,Full-time,No,Brandeis University,Department of Mathematics,United States,7.0,Waltham,MA,"02454",PHD,"12",1.0,2.0,12.0,2.0,1.0,No,Lecturer,Department of Mathematics,Northwestern University,Evanston,IL,"60208",United States,"12MABR",20123483,7.0,MPr_L,MABR,140.0,Math Private Large,140.0,1131.0,"140MABR",2.0,1.0,2012,DGData
12.0,MAIT,"140MAIT0112",2.0,14.0,"1-Alg",Research Institute/Other Non-Profit,Full-time,Yes,Massachusetts Institute of Technology,Department of Mathematics,Taiwan,14.0,Cambridge,MA,"02139",PHD,"12",1.0,2.0,100.0,1.0,1.0,No,Member,School of Mathematics,Institute for Advanced Studies,Princeton,NJ,"08540",United States,"12MAIT",20120654,14.0,MPr_L,MAIT,140.0,Research Institute/Other Non-Profit,915.0,1746.0,"140MAIT",2.0,12.0,2012,DGData
20.0,FLUM,"150FLUM0112",2.0,92.0,"7-Appl",Other Academic,Full-time,Yes,University of Miami,Department of Mathematics,China,7.0,Coral Gables,FL,"33124",PHD,"20",1.0,2.0,90.0,1.0,1.0,No,Postdoctoral Scholar,Proctor Foundation ,University of California,San Francisco,CA,"94122",,"20FLUM",20120867,7.0,MPr_S,FLUM,150.0,Other Academic,905.0,1768.0,"150FLUM",2.0,11.0,2012,DGData
12.0,MDJH,"140MDJH0112",888.0,35.0,"10-Equa",Group I Private,Full-time,Yes,"Johns Hopkins University, Baltimore",Department of Mathematics,United States,3.0,Baltimore,MD,"21218",PHD,"12",1.0,2.0,12.0,1.0,1.0,No,Lovett Instructor,Department of Mathematics,Rice University,Houston,TX,"77005",United States,"12MDJH",20120291,3.0,MPr_L,MDJH,140.0,Math Private Large,140.0,1603.0,"140MDJH",2.0,11.0,2012,DGData
12.0,MOWU,"140MOWU0112",888.0,14.0,"1-Alg",Still Seeking (US),Still seeking,Not Applicable,Washington University,Department of Mathematics,United States,6.0,St Louis,MO,"63130",PHD,"12",1.0,1.0,180.0,888.0,3.0,No,,,,,,,,"12MOWU",20121047,6.0,MPr_L,MOWU,140.0,Still Seeking (US),975.0,2379.0,"140MOWU",2.0,11.0,2012,DGData
12.0,NCDU,"140NCDU0112",2.0,35.0,"10-Equa",Group IV,Full-time,Yes,Duke University,Department of Mathematics,Mexico,6.0,Durham,NC,"27708",PHD,"12",1.0,2.0,40.0,1.0,1.0,No,Postdoc,Department of Statistics & Applied Probability,"University of California, Santa Barbara",Santa Barbara,CA,"93106",,"12NCDU",20121155,6.0,MPr_L,NCDU,140.0,Statistics,210.0,1367.0,"140NCDU",2.0,9.0,2012,DGData
12.0,NJPU,"140NJPU0112",888.0,57.0,"3-Geom",Non-US Academic,Full-time,Yes,Princeton University,Department of Mathematics,United States,8.0,Princeton,NJ,"08544",PHD,"12",1.0,2.0,150.0,1.0,1.0,Yes,NSF Postdoctoral Fellow,Mathematical Institute,University of Oxford,Oxford OX1 3LB,,,UNITED KINGDOM,"12NJPU",20124167,8.0,MPr_L,NJPU,140.0,Non-US Academic,945.0,2051.0,"140NJPU",1.0,12.0,2012,DGData
12.0,NYCL,"140NYCL0112",888.0,51.0,"3-Geom",Group I Private,Full-time,Yes,Columbia University,Department of Mathematics,United States,8.0,New York,NY,"10027",PHD,"12",1.0,2.0,12.0,1.0,1.0,No,NSF Postdoc,Department of Mathematics,Harvard University,Cambridge,MA,"02138",United States,"12NYCL",20120108,8.0,MPr_L,NYCL,140.0,Math Private Large,140.0,1281.0,"140NYCL",2.0,11.0,2012,DGData
30.0,MSSO,,NaN,NaN,,,,,University of Southern Mississippi,Department of Mathematics,,0.0,Hattiesburg,MS,"39406",PhD,"30",NaN,NaN,NaN,NaN,NaN,,,,,,,,,"30MSSO",NaN,0.0,MPu_S,MSSO,130.0,,NaN,2176.0,"130MSSO",NaN,NaN,2012,DGData
12.0,NYCR,"140NYCR0112",888.0,51.0,"3-Geom",Non-US Academic,Full-time,Yes,Cornell University,Department of Mathematics,United States,11.0,Ithaca,NY,"14853",PHD,"12",1.0,2.0,150.0,1.0,1.0,Yes,Postdoc Fellow,Department of Mathematics,McMaster University,Hamilton ON L8S 4K1,,,CANADA,"12NYCR",20123024,11.0,MPr_L,NYCR,140.0,Non-US Academic,945.0,1305.0,"140NYCR",1.0,7.0,2012,DGData
12.0,NYNY,"140NYNY0112",2.0,90.0,"7-Appl",Group I Public,Full-time,Yes,"New York University, Courant Institute",Courant Institute of Mathematical Sciences,Mexico,16.0,New York,NY,"10012",PHD,"12",1.0,2.0,11.0,1.0,1.0,No,Postdoctorate,Department of Mathematics,University of Michigan,Ann Arbor,MI,"48109",United States,"12NYNY",20124687,16.0,MPr_L,NYNY,140.0,Math Public Large,110.0,1880.0,"140NYNY",2.0,11.0,2012,DGData
12.0,NYRP,"160NYRP0112",888.0,99.0,"12-Oth",Unknown (US),Unknown,Unknown,Rensselaer Polytechnic Institute,Department of Mathematical Sciences,United States,5.0,Troy,NY,"12180",PHD,"12",1.0,1.0,190.0,999.0,999.0,No,,,,,,,,"12NYRP",20122682,5.0,Applied,NYRP,160.0,Unknown (US),985.0,2072.0,"160NYRP",2.0,11.0,2012,DGData
12.0,PACM,"140PACM0112",2.0,3.0,"4-Disc",Group I Public,Full-time,Yes,Carnegie Mellon University,Department of Mathematical Science,India,6.0,Pittsburgh,PA,"15213",PHD,"12",1.0,1.0,11.0,1.0,1.0,No,Assistant Professor,Department of Mathematics,University of Michigan,Ann Arbor,MI,"48109-1043",United States,"12PACM",20120330,6.0,MPr_L,PACM,140.0,Math Public Large,110.0,1195.0,"140PACM",2.0,11.0,2012,DGData
20.0,CACD,"110CACD0112",888.0,68.0,"4-Disc",Still Seeking (US),Still seeking,Not Applicable,"University of California, Davis",Department of Mathematics,United States,16.0,Davis,CA,"95616",PHD,"20",1.0,1.0,180.0,888.0,3.0,No,,,,,,,,"20CACD",20123747,16.0,MPu_L,CACD,110.0,Still Seeking (US),975.0,1175.0,"110CACD",2.0,9.0,2012,DGData
12.0,PAUP,"140PAUP0112",2.0,14.0,"1-Alg",Still Seeking (Non-US),Still seeking,Not Applicable,University of Pennsylvania,Department of Mathematics,China,8.0,Philadelphia,PA,"19104",PHD,"12",1.0,1.0,200.0,888.0,3.0,Yes,,,,,,,,"12PAUP",20123936,8.0,MPr_L,PAUP,140.0,Still Seeking (Non-US),995.0,2022.0,"140PAUP",1.0,11.0,2012,DGData
12.0,RIBU,"140RIBU0112",2.0,35.0,"10-Equa",Business/Industry,Full-time,No,Brown University,Department of Mathematics,China,3.0,Providence,RI,"02912",PHD,"12",1.0,2.0,120.0,2.0,1.0,No,Software Engineer,,Google ,Mountain View,CA,"04043",United States,"12RIBU",20123210,3.0,MPr_L,RIBU,140.0,Business/Industry,935.0,1140.0,"140RIBU",2.0,11.0,2012,DGData
20.0,ALAU,"120ALAU0112",888.0,5.0,"4-Disc",Still Seeking (US),Still seeking,Not Applicable,Auburn University,Department of Mathematics & Statistics,United States,12.0,Auburn,AL,"36849",PHD,"20",1.0,2.0,180.0,888.0,3.0,No,,,,,,,,"20ALAU",20121119,12.0,MPu_M,ALAU,120.0,Still Seeking (US),975.0,1065.0,"120ALAU",2.0,11.0,2012,DGData
20.0,AZSU,"110AZSU0112",888.0,5.0,"4-Disc",Bachelors,Full-time,No,Arizona State University,School of Mathematical & Statistical Sciences,United States,8.0,Tempe,AZ,"85287",PHD,"20",1.0,2.0,70.0,2.0,1.0,No,Assistant Professor,Mathematics and Computer Science,Macon State College,Macon,GA,"31206",United States,"20AZSU",20120051,8.0,MPu_L,AZSU,110.0,Bachelors,510.0,1042.0,"110AZSU",2.0,2.0,2012,DGData
20.0,CACG,"140CACG0112",888.0,65.0,"8-Num",Unknown (US),Unknown,Unknown,Claremont Graduate University,School of Mathematical Sciences,United States,7.0,Claremont,CA,"91711",PHD,"20",1.0,2.0,190.0,999.0,999.0,No,,,,,,,,"20CACG",20124688,7.0,MPu_L,CACG,140.0,Unknown (US),985.0,1257.0,"140CACG",2.0,2.0,2012,DGData
20.0,CACI,"120CACI0112",888.0,14.0,"1-Alg",Bachelors,Full-time,Yes,"University of California, Irvine",Department of Mathematics,United States,19.0,Irvine,CA,"92697",PHD,"20",1.0,2.0,70.0,1.0,1.0,No,Instructor,Department of Mathematics,College of St Benedict,Collegeville,MN,"56321-3000",,"20CACI",20123276,19.0,MPu_M,CACI,120.0,Bachelors,510.0,1189.0,"120CACI",2.0,12.0,2012,DGData
20.0,COSU,"120COSU0112",888.0,65.0,"8-Num",Research Institute/Other Non-Profit,Full-time,Yes,Colorado State University,Department of Mathematics,United States,3.0,Fort Collins,CO,"80523",PHD,"20",1.0,2.0,100.0,1.0,1.0,No,SAMSI Postdoc,"SAMSI, Department of Mathematics",North Carolina State University,Raleigh,NC,"27695",United States,"20COSU",20120528,3.0,MPu_M,COSU,120.0,Research Institute/Other Non-Profit,915.0,1278.0,"120COSU",2.0,2.0,2012,DGData
20.0,COUC,"120COUC0112",888.0,3.0,"4-Disc",Not Seeking (US),Not seeking,Not Applicable,"University of Colorado, Boulder",Department of Mathematics,United States,6.0,Boulder,CO,"80309",PHD,"20",1.0,2.0,170.0,888.0,4.0,No,,,,,,,,"20COUC",20123408,6.0,MPu_M,COUC,120.0,Not Seeking (US),965.0,1277.0,"120COUC",2.0,10.0,2012,DGData
20.0,CTWU,"150CTWU0112",888.0,11.0,"1-Alg",Still Seeking (US),Still seeking,Not Applicable,Wesleyan University,Department of Mathematics & Computer Science,United States,1.0,Middletown,CT,"06459",PHD,"20",1.0,2.0,180.0,888.0,3.0,No,,,,,,,,"20CTWU",20121392,1.0,MPr_S,CTWU,150.0,Still Seeking (US),975.0,2411.0,"150CTWU",2.0,11.0,2012,DGData
20.0,DEUD,"120DEUD0112",2.0,65.0,"8-Num",Group Va,Full-time,Yes,University of Delaware,Department of Mathematical Science,China,4.0,Newark,DE,"19716",PHD,"20",1.0,2.0,12.0,1.0,1.0,No,Postdoc,Computing & Mathematics Science,California Institute of Technology,Pasadena,CA,"91125",,"20DEUD",20123213,4.0,MPu_M,DEUD,120.0,Applied Mathematics,140.0,1342.0,"120DEUD",2.0,7.0,2012,DGData
20.0,FLSU,"120FLSU0112",888.0,20.0,"1-Alg",Business/Industry,Full-time,No,Florida State University,Department of Mathematics,United States,12.0,Tallahassee,FL,"32306",PHD,"20",1.0,2.0,120.0,2.0,1.0,No,Senior Biostatistician,Biostatistics,Research Group Limited,Philadelphia,PA,"19102-2102",,"20FLSU",20121722,12.0,MPu_M,FLSU,120.0,Business/Industry,935.0,1426.0,"120FLSU",2.0,10.0,2012,DGData
20.0,GAUG,"120GAUG0112",2.0,65.0,"8-Num",Not Seeking (US),Not seeking,Not Applicable,University of Georgia,Department of Mathematics,China,7.0,Athens,GA,"30602",PHD,"20",1.0,1.0,170.0,888.0,4.0,No,,,,,,,,"20GAUG",20120177,7.0,MPu_M,GAUG,120.0,Not Seeking (US),965.0,1460.0,"120GAUG",2.0,2.0,2012,DGData
20.0,HIUH,"130HIUH0112",888.0,30.0,"2-Anal",Non-US Academic,Full-time,Yes,University of Hawaii at Manoa,Department of Mathematics,United States,2.0,Honolulu,HI,"96822",PHD,"20",1.0,2.0,150.0,1.0,1.0,Yes,Postdoc,Department of Mathematics,KTH Royal Institute of Technology,SE-100 44 Stockholm,,,SWEDEN,"20HIUH",20120633,2.0,MPu_S,HIUH,130.0,Non-US Academic,945.0,1517.0,"130HIUH",1.0,11.0,2012,DGData
20.0,IASU,"120IASU0112",888.0,5.0,"4-Disc",Still Seeking (US),Still seeking,Not Applicable,Iowa State University,Department of Mathematics,United States,14.0,Ames,IA,"50011",PHD,"20",1.0,2.0,180.0,888.0,3.0,No,,,,,,,,"20IASU",NaN,14.0,MPu_M,IASU,120.0,Still Seeking (US),975.0,1582.0,"120IASU",2.0,11.0,2012,DGData
20.0,IAUI,"110IAUI0112",888.0,47.0,"2-Anal",Bachelors,Full-time,No,University of Iowa,Department of Mathematics,United States,3.0,Iowa City,IA,"52242",PHD,"20",1.0,2.0,70.0,2.0,1.0,No,Assistant Professor,Department of Mathematics,Stillman College,Tuscaloosa,AL,"35403",United States,"20IAUI",20120603,3.0,MPu_L,IAUI,110.0,Bachelors,510.0,1583.0,"110IAUI",2.0,1.0,2012,DGData
20.0,KSSU,"130KSSU0112",2.0,14.0,"1-Alg",Group III,Full-time,No,Kansas State University,Department of Mathematics,Pakistan,5.0,Manhattan,KS,"66506",PHD,"20",1.0,2.0,30.0,2.0,1.0,No,Lecturer,Department of Mathematics,University of Missouri Kansas City,Kansas City,MO,"64110",United States,"20KSSU",20122544,5.0,MPu_S,KSSU,130.0,Math Public Small,130.0,1614.0,"130KSSU",2.0,2.0,2012,DGData
20.0,KYUK,"120KYUK0112",2.0,15.0,"1-Alg",Non-US Academic,Full-time,No,University of Kentucky,Department of Mathematics,Indonesia,9.0,Lexington,KY,"40506",PHD,"20",1.0,2.0,150.0,2.0,1.0,Yes,Lecturer and Researcher,Faculty of Mathematics and Natural Sciences,Institut Teknologi Bandung,Bandung 40132,,,INDONESIA,"20KYUK",20120402,9.0,MPu_M,KYUK,120.0,Non-US Academic,945.0,1622.0,"120KYUK",1.0,11.0,2012,DGData
20.0,MANU,"150MANU0112",888.0,16.0,"1-Alg",Group II,Full-time,Yes,Northeastern University,Department of Mathematics,United States,2.0,Boston,MA,"02115",PHD,"20",1.0,2.0,20.0,1.0,1.0,No,Postdoctoral Fellow,Department of Mathematics,University of Missouri,Columbia,MO,"65211",United States,"20MANU",20120219,2.0,MPr_S,MANU,150.0,Math Public Medium,120.0,1948.0,"150MANU",2.0,11.0,2012,DGData
20.0,MAUM,"120MAUM0112",888.0,11.0,"1-Alg",Non-US Academic,Full-time,Yes,"University of Massachusetts, Amherst",Department of Mathematics & Statistics,United States,6.0,Amherst,MA,"01002",PHD,"20",1.0,2.0,150.0,1.0,1.0,Yes,Postdoctoral Researcher,Einstein Institute of Mathematics,The Hebrew University of Jerusalem,Jerusalem 91904 ,,,ISRAEL,"20MAUM",20120054,6.0,MPu_M,MAUM,120.0,Non-US Academic,945.0,1743.0,"120MAUM",1.0,11.0,2012,DGData
20.0,MOUC,"120MOUC0112",2.0,91.0,"7-Appl",Business/Industry,Full-time,No,University of Missouri-Columbia,Department of Mathematics,Lebanon,9.0,Columbia,MO,,PHD,"20",1.0,2.0,120.0,2.0,1.0,No,Analytical Consultant,,Prognos Inc,Oak Park,IL,"60301",United States,"20MOUC",20124689,9.0,MPu_M,MOUC,120.0,Business/Industry,935.0,1806.0,"120MOUC",2.0,6.0,2012,DGData
20.0,NCSU,"110NCSU0112",888.0,20.0,"1-Alg",Bachelors,Full-time,No,North Carolina State University,Department of Mathematics,United States,18.0,Raleigh,NC,"27695",PHD,"20",1.0,2.0,70.0,2.0,1.0,No,Assistant Professor,Department of Mathematics,Grove City College,Grove City,PA,"16127",United States,"20NCSU",20121173,18.0,MPu_L,NCSU,110.0,Bachelors,510.0,1912.0,"110NCSU",2.0,2.0,2012,DGData
