"Survey_Group2011","Survey_Code2011","Recipient_Code","Visa_Code_DG","MR_Code_DG","MR_Field_DG","Empl_Matrix_Name_DG","Emp_Status_Name_DG","Postdoctorate_Name_DG","Degree_Institution","Degree_Department","Citizen_Name_DG","DG_No_Forms","City","State","Zip","Type_of_Degree_DG","Surgroup2011","Recipient_Number","Sex_Code_DG","Empl_Matrix_Code_OLD","Postdoctorate_Code_DG","Emp_Status_Code_DG","Left_US_DG","Empl_Position_Title","Empl_Dept_Div","Empl_Inst_Org","Empl_City","Empl_State","Empl_Zip","Empl_Country","Surcode2011","Serial Number_DG","DG_Forms_Current_Yr","Surgroup","Survey_Code","Survey_Group","Empl_Matrix_Name","Empl_Matrix_Code","Granting Dept Serial Number","Surcode","Left_US_Code_DG","Date_Conferred_Code","survey_year","survey_type"
41.0,NCUN,"210NCUN0412",888.0,62.0,"6-Stat",Masters,Full-time,No,University of North Carolina at Chapel Hill,Department of Statistics & Operation Research,United States,14.0,Chapel Hill,NC,"27599",PHD,"40",4.0,2.0,60.0,2.0,1.0,No,Assistant Professor,Department of Mathematics,Wake Forest University,Winston Salem,NC,"27109",,"41NCUN",NaN,14.0,Stat,NCUN,210.0,Masters,410.0,1921.0,"210NCUN",2.0,11.0,2012,DGData
41.0,NCUN,"210NCUN0512",888.0,62.0,"6-Stat",Other Academic,Full-time,No,University of North Carolina at Chapel Hill,Department of Statistics & Operation Research,United States,14.0,Chapel Hill,NC,"27599",PHD,"40",5.0,2.0,90.0,2.0,1.0,No,Assistant Professor,Department of Statistical Sciences & Operations Research,Virginia Commonwealth University,Richmond,VA,"23284-3083",United States,"41NCUN",NaN,14.0,Stat,NCUN,210.0,Other Academic,905.0,1921.0,"210NCUN",2.0,2.0,2012,DGData
41.0,NCUN,"210NCUN0612",2.0,62.0,"6-Stat",Other Academic,Full-time,No,University of North Carolina at Chapel Hill,Department of Statistics & Operation Research,China,14.0,Chapel Hill,NC,"27599",PHD,"40",6.0,2.0,90.0,2.0,1.0,No,Assistant Professor,Center for Clinical and Translational Sciences,University of Texas,Houston,TX,"77030",United States,"41NCUN",NaN,14.0,Stat,NCUN,210.0,Other Academic,905.0,1921.0,"210NCUN",2.0,6.0,2012,DGData
41.0,NCUN,"210NCUN0712",2.0,62.0,"6-Stat",Government,Full-time,Yes,University of North Carolina at Chapel Hill,Department of Statistics & Operation Research,South Korea,14.0,Chapel Hill,NC,"27599",PHD,"40",7.0,1.0,110.0,1.0,1.0,No,Postdoc,Climate Sciences Department ,Lawrence Berkeley National Laboratory,Berkeley,CA,"94720",United States,"41NCUN",NaN,14.0,Stat,NCUN,210.0,Government,925.0,1921.0,"210NCUN",2.0,11.0,2012,DGData
41.0,NCUN,"210NCUN0812",2.0,62.0,"6-Stat",Other Academic,Full-time,Yes,University of North Carolina at Chapel Hill,Department of Statistics & Operation Research,South Korea,14.0,Chapel Hill,NC,"27599",PHD,"40",8.0,1.0,90.0,1.0,1.0,No,Postdoc,Center for Neuroscience & Regenerative Medicine,Uniformed Services University of the Health Sciences,Bethesda,MD,"20814",,"41NCUN",NaN,14.0,Stat,NCUN,210.0,Other Academic,905.0,1921.0,"210NCUN",2.0,2.0,2012,DGData
41.0,NCUN,"210NCUN0912",888.0,62.0,"6-Stat",Group IV,Full-time,Yes,University of North Carolina at Chapel Hill,Department of Statistics & Operation Research,United States,14.0,Chapel Hill,NC,"27599",PHD,"40",9.0,2.0,40.0,1.0,1.0,No,Postdoc,Department of Statistical Science,Duke University,Durham,NC,"27708-0251",United States,"41NCUN",NaN,14.0,Stat,NCUN,210.0,Statistics,210.0,1921.0,"210NCUN",2.0,11.0,2012,DGData
41.0,NCUN,"210NCUN1012",888.0,62.0,"6-Stat",Business/Industry,Full-time,No,University of North Carolina at Chapel Hill,Department of Statistics & Operation Research,United States,14.0,Chapel Hill,NC,"27599",PHD,"40",10.0,2.0,120.0,2.0,1.0,No,Scientist,,Choice Stream Data,Boston,MA,"02210",United States,"41NCUN",NaN,14.0,Stat,NCUN,210.0,Business/Industry,935.0,1921.0,"210NCUN",2.0,2.0,2012,DGData
41.0,NCUN,"210NCUN1112",2.0,62.0,"6-Stat",Non-US Nonacademic,Full-time,No,University of North Carolina at Chapel Hill,Department of Statistics & Operation Research,India,14.0,Chapel Hill,NC,"27599",PHD,"40",11.0,2.0,160.0,2.0,1.0,Yes,Researcher,IBM Research Laboratory,IBM India,,,,India,"41NCUN",NaN,14.0,Stat,NCUN,210.0,Non-US Nonacademic,955.0,1921.0,"210NCUN",1.0,11.0,2012,DGData
41.0,NCUN,"210NCUN1212",2.0,62.0,"6-Stat",Business/Industry,Full-time,No,University of North Carolina at Chapel Hill,Department of Statistics & Operation Research,China,14.0,Chapel Hill,NC,"27599",PHD,"40",12.0,2.0,120.0,2.0,1.0,No,Associate Quantitative Strategist,Reinsurance Group,Goldman Sachs,New York,NY,"10282",,"41NCUN",NaN,14.0,Stat,NCUN,210.0,Business/Industry,935.0,1921.0,"210NCUN",2.0,6.0,2012,DGData
41.0,NCUN,"210NCUN1412",2.0,62.0,"6-Stat",Business/Industry,Full-time,No,University of North Carolina at Chapel Hill,Department of Statistics & Operation Research,China,14.0,Chapel Hill,NC,"27599",PHD,"40",14.0,1.0,120.0,2.0,1.0,No,Research Statistician,,SAS,Cary,NC,"27513",United States,"41NCUN",NaN,14.0,Stat,NCUN,210.0,Business/Industry,935.0,1921.0,"210NCUN",2.0,6.0,2012,DGData
41.0,IAUI,"210IAUI0212",2.0,62.0,"6-Stat",Group IV,Full-time,No,University of Iowa,Department of Statistics & Actuarial Science ,China,6.0,Iowa City,IA,"52242",PHD,"40",2.0,2.0,40.0,2.0,1.0,No,Assistant Professor,Department of Statistics,Kansas State University,Manhattan,KS,"66502",United States,"41IAUI",NaN,6.0,Stat,IAUI,210.0,Statistics,210.0,1587.0,"210IAUI",2.0,2.0,2012,DGData
41.0,IAUI,"210IAUI0312",2.0,62.0,"6-Stat",Group IV,Full-time,Yes,University of Iowa,Department of Statistics & Actuarial Science ,China,6.0,Iowa City,IA,"52242",PHD,"40",3.0,2.0,40.0,1.0,1.0,No,Postdoc,Department of Epidemiology and Public Health,Yale University,New Haven,CT,"06520",United States,"41IAUI",NaN,6.0,Stat,IAUI,210.0,Biostatistics,310.0,1587.0,"210IAUI",2.0,2.0,2012,DGData
41.0,IAUI,"210IAUI0412",2.0,62.0,"6-Stat",Business/Industry,Full-time,No,University of Iowa,Department of Statistics & Actuarial Science ,China,6.0,Iowa City,IA,"52242",PHD,"40",4.0,1.0,120.0,2.0,1.0,No,Scientist,,ISO Innovative Analytics,San Francisco,CA,"94111",United States,"41IAUI",NaN,6.0,Stat,IAUI,210.0,Business/Industry,935.0,1587.0,"210IAUI",2.0,6.0,2012,DGData
41.0,IAUI,"210IAUI0612",2.0,62.0,"6-Stat",Government,Full-time,Yes,University of Iowa,Department of Statistics & Actuarial Science ,China,6.0,Iowa City,IA,"52242",PHD,"40",6.0,2.0,110.0,1.0,1.0,No,Biostatistician,,National Institutes of Health,Bethesda,MD,"20892",United States,"41IAUI",NaN,6.0,Stat,IAUI,210.0,Government,925.0,1587.0,"210IAUI",2.0,2.0,2012,DGData
51.0,NYSB,"160NYSB0212",888.0,92.0,"7-Appl",Other Academic,Full-time,Yes,Stony Brook University,Department of Applied Mathematics & Statistics,United States,23.0,Stony Brook,NY,"11794",PHD,"51",2.0,2.0,90.0,1.0,1.0,No,Postdoctoral Scholar,Department of Pharmaceutical Chemistry,"University of California, San Francisco",San Francisco,CA,"94158",,"51NYSB",NaN,23.0,Applied,NYSB,160.0,Other Academic,905.0,1895.0,"160NYSB",2.0,11.0,2012,DGData
51.0,NYSB,"160NYSB0312",2.0,35.0,"10-Equa",Business/Industry,Full-time,No,Stony Brook University,Department of Applied Mathematics & Statistics,China,23.0,Stony Brook,NY,"11794",PHD,"51",3.0,2.0,120.0,2.0,1.0,No,Core Developer,,Media Math,New York,NY,"10018",,"51NYSB",NaN,23.0,Applied,NYSB,160.0,Business/Industry,935.0,1895.0,"160NYSB",2.0,11.0,2012,DGData
51.0,NYSB,"160NYSB0412",888.0,35.0,"10-Equa",Other Academic,Full-time,No,Stony Brook University,Department of Applied Mathematics & Statistics,United States,23.0,Stony Brook,NY,"11794",PHD,"51",4.0,2.0,90.0,2.0,1.0,No,Assistant Professor,Department of Mathematics & Computer Science,Molloy College,Rockville Centre,NY,"11571-5002",,"51NYSB",NaN,23.0,Applied,NYSB,160.0,Other Academic,905.0,1895.0,"160NYSB",2.0,11.0,2012,DGData
51.0,NYSB,"160NYSB0512",1.0,92.0,"7-Appl",Other Academic,Full-time,Yes,Stony Brook University,Department of Applied Mathematics & Statistics,Colombia,23.0,Stony Brook,NY,"11794",PHD,"51",5.0,2.0,90.0,1.0,1.0,No,Postdoctoral Fellow,Department of Biotechnology,Albert Einstein College of Medicine,Bronx,NY,"10461",,"51NYSB",NaN,23.0,Applied,NYSB,160.0,Other Academic,905.0,1895.0,"160NYSB",2.0,6.0,2012,DGData
51.0,NYSB,"160NYSB0612",2.0,62.0,"6-Stat",Business/Industry,Full-time,No,Stony Brook University,Department of Applied Mathematics & Statistics,China,23.0,Stony Brook,NY,"11794",PHD,"51",6.0,2.0,120.0,2.0,1.0,No,Senior Consultant,Analytics & Research,Travelers Insurance,Hartford,CT,"06183",,"51NYSB",NaN,23.0,Applied,NYSB,160.0,Business/Industry,935.0,1895.0,"160NYSB",2.0,6.0,2012,DGData
51.0,NYSB,"160NYSB0712",2.0,90.0,"7-Appl",Non-US Nonacademic,Full-time,No,Stony Brook University,Department of Applied Mathematics & Statistics,China,23.0,Stony Brook,NY,"11794",PHD,"51",7.0,2.0,160.0,2.0,1.0,Yes,Associate,,Nomura Asset Management,,,,,"51NYSB",NaN,23.0,Applied,NYSB,160.0,Non-US Nonacademic,955.0,1895.0,"160NYSB",1.0,2.0,2012,DGData
51.0,NYSB,"160NYSB0812",2.0,92.0,"7-Appl",Business/Industry,Full-time,No,Stony Brook University,Department of Applied Mathematics & Statistics,China,23.0,Stony Brook,NY,"11794",PHD,"51",8.0,2.0,120.0,2.0,1.0,No,Quantitative Developer,,RiskVal Financial Solutions LLC,New York,NY,"10001",,"51NYSB",NaN,23.0,Applied,NYSB,160.0,Business/Industry,935.0,1895.0,"160NYSB",2.0,2.0,2012,DGData
51.0,NYSB,"160NYSB0912",2.0,62.0,"6-Stat",Other Academic,Full-time,Yes,Stony Brook University,Department of Applied Mathematics & Statistics,China,23.0,Stony Brook,NY,"11794",PHD,"51",9.0,2.0,90.0,1.0,1.0,No,Senior Postdoctoral Research Associate,Department of Radiology,Stony Brook University,Stony Brook,NY,"11794",,"51NYSB",NaN,23.0,Applied,NYSB,160.0,Other Academic,905.0,1895.0,"160NYSB",2.0,6.0,2012,DGData
41.0,CACL,"210CACL0412",2.0,62.0,"6-Stat",Unknown (Non-US),Unknown,Unknown,"University of California, Los Angeles",Department of Statistics,China,7.0,Los Angeles,CA,"90095",PHD,"40",4.0,1.0,200.0,999.0,999.0,Unknown,,,,,,,,"41CACL",NaN,7.0,Stat,CACL,210.0,Unknown (Non-US),995.0,2641.0,"210CACL",999.0,5.0,2012,DGData
51.0,NYSB,"160NYSB1212",2.0,62.0,"6-Stat",Unknown (US),Unknown,Unknown,Stony Brook University,Department of Applied Mathematics & Statistics,Korea,23.0,Stony Brook,NY,"11794",PHD,"51",12.0,2.0,190.0,999.0,999.0,No,,,,,,,,"51NYSB",NaN,23.0,Applied,NYSB,160.0,Unknown (US),985.0,1895.0,"160NYSB",2.0,2.0,2012,DGData
51.0,NYSB,"160NYSB1312",888.0,62.0,"6-Stat",Other Academic,Full-time,No,Stony Brook University,Department of Applied Mathematics & Statistics,United States,23.0,Stony Brook,NY,"11794",PHD,"51",13.0,1.0,90.0,2.0,1.0,No,Biostatistician,Department of Psychiatry,University of Pennsylvania,Philadelphia,PA,"19104",,"51NYSB",NaN,23.0,Applied,NYSB,160.0,Other Academic,905.0,1895.0,"160NYSB",2.0,11.0,2012,DGData
51.0,NYSB,"160NYSB1412",2.0,62.0,"6-Stat",Research Institute/Other Non-Profit,Full-time,No,Stony Brook University,Department of Applied Mathematics & Statistics,China,23.0,Stony Brook,NY,"11794",PHD,"51",14.0,1.0,100.0,2.0,1.0,No,Statistician III,Duke Cancer Institute,Duke University,Durham,NC,"27710",,"51NYSB",NaN,23.0,Applied,NYSB,160.0,Research Institute/Other Non-Profit,915.0,1895.0,"160NYSB",2.0,2.0,2012,DGData
51.0,NYSB,"160NYSB1512",2.0,62.0,"6-Stat",Unknown (US),Unknown,Unknown,Stony Brook University,Department of Applied Mathematics & Statistics,China,23.0,Stony Brook,NY,"11794",PHD,"51",15.0,1.0,190.0,999.0,999.0,No,,,,,,,,"51NYSB",NaN,23.0,Applied,NYSB,160.0,Unknown (US),985.0,1895.0,"160NYSB",2.0,6.0,2012,DGData
41.0,CACL,"210CACL0512",2.0,62.0,"6-Stat",Group IV,Full-time,Yes,"University of California, Los Angeles",Department of Statistics,China,7.0,Los Angeles,CA,"90095",PHD,"40",5.0,2.0,40.0,1.0,1.0,No,Postdoctoral Scholar,Department of Statistics,"University of California, Los Angeles",Los Angeles,CA,"90095",,"41CACL",NaN,7.0,Stat,CACL,210.0,Statistics,210.0,2641.0,"210CACL",2.0,5.0,2012,DGData
51.0,NYSB,"160NYSB1612",2.0,62.0,"6-Stat",Unknown (US),Unknown,Unknown,Stony Brook University,Department of Applied Mathematics & Statistics,China,23.0,Stony Brook,NY,"11794",PHD,"51",16.0,1.0,190.0,999.0,999.0,No,,,,,,,,"51NYSB",NaN,23.0,Applied,NYSB,160.0,Unknown (US),985.0,1895.0,"160NYSB",2.0,2.0,2012,DGData
51.0,NYSB,"160NYSB2112",2.0,62.0,"6-Stat",Other Academic,Full-time,No,Stony Brook University,Department of Applied Mathematics & Statistics,China,23.0,Stony Brook,NY,"11794",PHD,"51",21.0,2.0,90.0,2.0,1.0,No,Research Biostatistician,Department of Biostatistics and Data Management,University of Hawaii,Honolulu,HI,"96813",,"51NYSB",NaN,23.0,Applied,NYSB,160.0,Other Academic,905.0,1895.0,"160NYSB",2.0,2.0,2012,DGData
51.0,NYSB,"160NYSB1912",2.0,62.0,"6-Stat",Business/Industry,Full-time,No,Stony Brook University,Department of Applied Mathematics & Statistics,China,23.0,Stony Brook,NY,"11794",PHD,"51",19.0,1.0,120.0,2.0,1.0,No,Senior Statistician,Biometrics Unit,Forest Laboratories Inc,Jersey City,NJ,"07311",,"51NYSB",NaN,23.0,Applied,NYSB,160.0,Business/Industry,935.0,1895.0,"160NYSB",2.0,2.0,2012,DGData
51.0,NYSB,"160NYSB2012",2.0,35.0,"10-Equa",Non-US Nonacademic,Full-time,No,Stony Brook University,Department of Applied Mathematics & Statistics,China,23.0,Stony Brook,NY,"11794",PHD,"51",20.0,2.0,160.0,2.0,1.0,No,Associate,Risk Management,"Bank of China, NY",New York,NY,"10017",,"51NYSB",NaN,23.0,Applied,NYSB,160.0,Non-US Nonacademic,955.0,1895.0,"160NYSB",2.0,6.0,2012,DGData
51.0,NYSB,"160NYSB2212",2.0,35.0,"10-Equa",Group Va,Full-time,Yes,Stony Brook University,Department of Applied Mathematics & Statistics,China,23.0,Stony Brook,NY,"11794",PHD,"51",22.0,2.0,51.0,1.0,1.0,No,Postdoctoral Research Associate,Department of Applied Mathematics & Statistics,Stony Brook University,Stony Brook,NY,"11794-3600",,"51NYSB",NaN,23.0,Applied,NYSB,160.0,Applied Mathematics,160.0,1895.0,"160NYSB",2.0,11.0,2012,DGData
51.0,NYSB,"160NYSB2312",2.0,62.0,"6-Stat",Business/Industry,Full-time,No,Stony Brook University,Department of Applied Mathematics & Statistics,China,23.0,Stony Brook,NY,"11794",PHD,"51",23.0,2.0,120.0,2.0,1.0,No,Machine Leaning Scientist/Risk Analyst,Information Technology and Services,Amazon.com,Seattle,WA,"98144",,"51NYSB",NaN,23.0,Applied,NYSB,160.0,Business/Industry,935.0,1895.0,"160NYSB",2.0,6.0,2012,DGData
41.0,MNUM,"210MNUM0212",2.0,62.0,"6-Stat",Non-US Nonacademic,Full-time,No,University of Minnesota-Twin Cities,School of Statistics,South Korea,5.0,Minneapolis,MN,"55455",PHD,"40",2.0,1.0,160.0,2.0,1.0,Yes,,,Korean Telecom,,,,,"41MNUM",NaN,5.0,Stat,MNUM,210.0,Non-US Nonacademic,955.0,1796.0,"210MNUM",1.0,1.0,2012,DGData
41.0,MNUM,"210MNUM0312",888.0,62.0,"6-Stat",Bachelors,Full-time,No,University of Minnesota-Twin Cities,School of Statistics,United States,5.0,Minneapolis,MN,"55455",PHD,"40",3.0,1.0,70.0,2.0,1.0,No,Visiting Assistant Professor,"Department of Mathematics, Statistics, & Computer Science",Macalester College,St Paul,MN,"55105",,"41MNUM",NaN,5.0,Stat,MNUM,210.0,Bachelors,510.0,1796.0,"210MNUM",2.0,7.0,2012,DGData
41.0,MNUM,"210MNUM0412",2.0,62.0,"6-Stat",Masters,Full-time,No,University of Minnesota-Twin Cities,School of Statistics,India,5.0,Minneapolis,MN,"55455",PHD,"40",4.0,2.0,60.0,2.0,1.0,No,Assistant Professor,Department of Mathematics,Boise State University,Boise,ID,"73625-1555",United States,"41MNUM",NaN,5.0,Stat,MNUM,210.0,Masters,410.0,1796.0,"210MNUM",2.0,2.0,2012,DGData
30.0,OHBG,"120OHBG0212",888.0,62.0,"6-Stat",Masters,Part-time,Yes,Bowling Green State University,Department of Mathematics & Statistics,United States,6.0,Bowling Green,OH,"43403",PHD,"30",2.0,2.0,60.0,1.0,2.0,No,Instructor,Department of Mathematics,Youngstown State University,Youngstown,OH,"44555",,"30OHBG",NaN,6.0,MPu_M,OHBG,120.0,Masters,410.0,1121.0,"120OHBG",2.0,6.0,2012,DGData
30.0,OHBG,"120OHBG0312",888.0,47.0,"2-Anal",Bachelors,Full-time,No,Bowling Green State University,Department of Mathematics & Statistics,United States,6.0,Bowling Green,OH,"43403",PHD,"30",3.0,1.0,70.0,2.0,1.0,No,Instructor,Department of Mathematics & Computer Mathematics,Edinboro University of Pennsylvania,Edinboro,PA,"16444",,"30OHBG",NaN,6.0,MPu_M,OHBG,120.0,Bachelors,510.0,1121.0,"120OHBG",2.0,2.0,2012,DGData
30.0,OHBG,"120OHBG0412",888.0,47.0,"2-Anal",Bachelors,Full-time,No,Bowling Green State University,Department of Mathematics & Statistics,United States,6.0,Bowling Green,OH,"43403",PHD,"30",4.0,1.0,70.0,2.0,1.0,No,Assistant Professor,Department of Mathematics,Clarion University of Pennsylvania,Clarion,PA,"16214",,"30OHBG",NaN,6.0,MPu_M,OHBG,120.0,Bachelors,510.0,1121.0,"120OHBG",2.0,2.0,2012,DGData
30.0,OHBG,"120OHBG0512",888.0,65.0,"8-Num",Non-US Academic,Full-time,No,Bowling Green State University,Department of Mathematics & Statistics,United States,6.0,Bowling Green,OH,"43403",PHD,"30",5.0,2.0,150.0,2.0,1.0,No,Assistant Professor,Department of Engineering,Indiana Institute of Technology,Fort Wayne,IN,"46803",,"30OHBG",NaN,6.0,MPu_M,OHBG,120.0,Non-US Academic,945.0,1121.0,"120OHBG",2.0,11.0,2012,DGData
41.0,CACL,"210CACL0312",1.0,62.0,"6-Stat",Other Academic,Full-time,No,"University of California, Los Angeles",Department of Statistics,China,7.0,Los Angeles,CA,"90095",PHD,"40",3.0,2.0,90.0,2.0,1.0,No,Staff Researcher Associate,School of Dentistry,"University of California, Los Angeles",Los Angeles,CA,"90095",,"41CACL",NaN,7.0,Stat,CACL,210.0,Other Academic,905.0,2641.0,"210CACL",2.0,5.0,2012,DGData
41.0,CACL,"210CACL0712",2.0,62.0,"6-Stat",Business/Industry,Full-time,No,"University of California, Los Angeles",Department of Statistics,China,7.0,Los Angeles,CA,"90095",PHD,"40",7.0,2.0,120.0,2.0,1.0,No,Software Engineer,Ad Traffic Quality Resource Center,Google Inc,Mountain View,CA,"94043",,"41CACL",NaN,7.0,Stat,CACL,210.0,Business/Industry,935.0,2641.0,"210CACL",2.0,5.0,2012,DGData
42.0,MIUM,"310MIUM0212",2.0,61.0,"6-Stat",Business/Industry,Full-time,No,University of Michigan,Department of Biostatistics,Unknown,15.0,Ann Arbor,MI,"48109",PHD,"40",2.0,1.0,120.0,2.0,1.0,No,Quantitative Analyst,,Fifth Third Bank,Cincinnati,OH,"45202",,"42MIUM",NaN,15.0,Biostat,MIUM,310.0,Business/Industry,935.0,1776.0,"310MIUM",2.0,6.0,2012,DGData
42.0,MIUM,"310MIUM0312",2.0,61.0,"6-Stat",Unknown (Non-US),Unknown,Unknown,University of Michigan,Department of Biostatistics,Unknown,15.0,Ann Arbor,MI,"48109",PHD,"40",3.0,2.0,200.0,999.0,999.0,Unknown,,,,,,,,"42MIUM",NaN,15.0,Biostat,MIUM,310.0,Unknown (Non-US),995.0,1776.0,"310MIUM",999.0,6.0,2012,DGData
42.0,MIUM,"310MIUM0412",2.0,61.0,"6-Stat",Unknown (Non-US),Unknown,Unknown,University of Michigan,Department of Biostatistics,Unknown,15.0,Ann Arbor,MI,"48109",PHD,"40",4.0,2.0,200.0,999.0,999.0,Unknown,,,,,,,,"42MIUM",NaN,15.0,Biostat,MIUM,310.0,Unknown (Non-US),995.0,1776.0,"310MIUM",999.0,6.0,2012,DGData
42.0,MIUM,"310MIUM1312",888.0,61.0,"6-Stat",Group IV,Full-time,Yes,University of Michigan,Department of Biostatistics,United States,15.0,Ann Arbor,MI,"48109",PHD,"40",13.0,2.0,40.0,1.0,1.0,No,Research Fellow,Department of Biostatistics,University of Michigan,Ann Arbor,MI,"48109",United States,"42MIUM",NaN,15.0,Biostat,MIUM,310.0,Biostatistics,310.0,1776.0,"310MIUM",2.0,6.0,2012,DGData
42.0,MIUM,"310MIUM0512",1.0,61.0,"6-Stat",Unknown (US),Unknown,Unknown,University of Michigan,Department of Biostatistics,Unknown,15.0,Ann Arbor,MI,"48109",PHD,"40",5.0,1.0,190.0,999.0,999.0,Unknown,,,,,,,,"42MIUM",NaN,15.0,Biostat,MIUM,310.0,Unknown (US),985.0,1776.0,"310MIUM",999.0,6.0,2012,DGData
51.0,NYCL,"160NYCL0312",888.0,99.0,"12-Oth",Unknown (US),Unknown,Unknown,Columbia University,Department of Applied Physics & Applied Mathematics,United States,17.0,New York,NY,"10027",PHD,"51",3.0,2.0,190.0,999.0,999.0,No,,,,,,,,"51NYCL",NaN,17.0,Applied,NYCL,160.0,Unknown (US),985.0,1286.0,"160NYCL",2.0,4.0,2012,DGData
42.0,MIUM,"310MIUM0612",2.0,61.0,"6-Stat",Business/Industry,Full-time,No,University of Michigan,Department of Biostatistics,Unknown,15.0,Ann Arbor,MI,"48109",PHD,"40",6.0,2.0,120.0,2.0,1.0,No,Clinical Project Statistician,,Eli Lilly and Company,Indianapolis,IN,"46225",United States,"42MIUM",NaN,15.0,Biostat,MIUM,310.0,Business/Industry,935.0,1776.0,"310MIUM",2.0,6.0,2012,DGData
42.0,MIUM,"310MIUM0712",2.0,61.0,"6-Stat",Group IV,Full-time,No,University of Michigan,Department of Biostatistics,Unknown,15.0,Ann Arbor,MI,"48109",PHD,"40",7.0,2.0,40.0,2.0,1.0,No,Assistant Professor,Department of Biostatistics & Bioinformatics,Emory University,Atlanta,GA,"30322",United States,"42MIUM",NaN,15.0,Biostat,MIUM,310.0,Biostatistics,310.0,1776.0,"310MIUM",2.0,6.0,2012,DGData
42.0,MIUM,"310MIUM0812",2.0,61.0,"6-Stat",Unknown (Non-US),Unknown,Unknown,University of Michigan,Department of Biostatistics,Unknown,15.0,Ann Arbor,MI,"48109",PHD,"40",8.0,1.0,200.0,999.0,999.0,Unknown,,,,,,,,"42MIUM",NaN,15.0,Biostat,MIUM,310.0,Unknown (Non-US),995.0,1776.0,"310MIUM",999.0,6.0,2012,DGData
20.0,VAVP,"120VAVP1012",2.0,37.0,"10-Equa",Unknown (US),Unknown,Unknown,Virginia Polytechnic Institute and State University,Department of Mathematics,Peru,16.0,Blacksburg,VA,"24061",PHD,"20",10.0,2.0,190.0,999.0,999.0,No,,,,,,,,"20VAVP",NaN,16.0,MPu_M,VAVP,120.0,Unknown (US),985.0,2361.0,"120VAVP",2.0,11.0,2012,DGData
42.0,MIUM,"310MIUM0912",2.0,61.0,"6-Stat",Unknown (Non-US),Unknown,Unknown,University of Michigan,Department of Biostatistics,Unknown,15.0,Ann Arbor,MI,"48109",PHD,"40",9.0,2.0,200.0,999.0,999.0,Unknown,,,,,,,,"42MIUM",NaN,15.0,Biostat,MIUM,310.0,Unknown (Non-US),995.0,1776.0,"310MIUM",999.0,6.0,2012,DGData
42.0,MIUM,"310MIUM1012",1.0,61.0,"6-Stat",Unknown (US),Unknown,Unknown,University of Michigan,Department of Biostatistics,Unknown,15.0,Ann Arbor,MI,"48109",PHD,"40",10.0,1.0,190.0,999.0,999.0,No,,,,,,,,"42MIUM",NaN,15.0,Biostat,MIUM,310.0,Unknown (US),985.0,1776.0,"310MIUM",2.0,10.0,2012,DGData
42.0,MIUM,"310MIUM1112",888.0,61.0,"6-Stat",Group IV,Full-time,No,University of Michigan,Department of Biostatistics,United States,15.0,Ann Arbor,MI,"48109",PHD,"40",11.0,2.0,40.0,2.0,1.0,No,Assistant Professor,Department of Biostatistics,University of Kentucky,Lexington,KY,"40536",United States,"42MIUM",NaN,15.0,Biostat,MIUM,310.0,Biostatistics,310.0,1776.0,"310MIUM",2.0,6.0,2012,DGData
42.0,MIUM,"310MIUM1212",2.0,61.0,"6-Stat",Government,Full-time,Yes,University of Michigan,Department of Biostatistics,Unknown,15.0,Ann Arbor,MI,"48109",PHD,"40",12.0,1.0,110.0,1.0,1.0,No,Postdoctoral Fellow,Department of Biostatistics,National Cancer Institute,Bethesda,MD,"20892",United States,"42MIUM",NaN,15.0,Biostat,MIUM,310.0,Government,925.0,1776.0,"310MIUM",2.0,2.0,2012,DGData
42.0,MIUM,"310MIUM1412",2.0,61.0,"6-Stat",Government,Full-time,No,University of Michigan,Department of Biostatistics,Unknown,15.0,Ann Arbor,MI,"48109",PHD,"40",14.0,1.0,110.0,2.0,1.0,No,Statistician,,United States Food & Drug Administration,Silver Spring,MD,"20993",United States,"42MIUM",NaN,15.0,Biostat,MIUM,310.0,Government,925.0,1776.0,"310MIUM",2.0,10.0,2012,DGData
41.0,COSU,"210COSU0212",888.0,62.0,"6-Stat",Bachelors,Full-time,No,Colorado State University,Department of Statistics,United States,2.0,Fort Collins,CO,"80523",PHD,"40",2.0,1.0,70.0,2.0,1.0,No,Assistant Professor,Mathematics Department,Whitman College,Walla Walla,WA,"99362-2083",,"41COSU",NaN,2.0,Stat,COSU,210.0,Bachelors,510.0,1279.0,"210COSU",2.0,2.0,2012,DGData
42.0,MIUM,"310MIUM1512",2.0,61.0,"6-Stat",Other Academic,Full-time,No,University of Michigan,Department of Biostatistics,Unknown,15.0,Ann Arbor,MI,"48109",PHD,"40",15.0,2.0,90.0,2.0,1.0,No,Assistant Professor,Department of Epidemiology & Biostatistics,University of South Florida,Tampa,FL,"33612",United States,"42MIUM",NaN,15.0,Biostat,MIUM,310.0,Other Academic,905.0,1776.0,"310MIUM",2.0,6.0,2012,DGData
42.0,CACL,"310CACL0212",2.0,61.0,"6-Stat",Research Institute/Other Non-Profit,Full-time,No,"University of California, Los Angeles","Department of Biostatistics, Sch of Publ Hlth",South Korea,6.0,Los Angeles,CA,"90095",PHD,"40",2.0,1.0,100.0,2.0,1.0,No,Senior Biostatistician,,John Wayne Cancer Institute,Santa Monica,CA,"90404",United States,"42CACL",NaN,6.0,Biostat,CACL,310.0,Research Institute/Other Non-Profit,915.0,1191.0,"310CACL",2.0,6.0,2012,DGData
